Unnamed: 0,SEC_TERM,SEC_NAME,SEC_SUBJ,CRS_NO,SEC_NO,SEC_LVL,SEC_TITLE,DA_ENR,SEC_CAP,CR_MAX,CR_MIN,ROOMS_ID1,course_title,instructor,syllabus
1041,2022/SP,MAT-335-01,MAT,335,1,300,Probability & Statistics I,0,25,,4,SCIE*2401,,,
1042,2022/SP,MAT-335-02,MAT,335,2,300,Probability & Statistics I,0,25,,4,SCIE*2401,,,
1043,2022/SP,MAT-336-01,MAT,336,1,300,Probability & Statistics II,0,25,,4,SCIE*2401,,,
1046,2022/SP,STA-209-01,STA,209,1,200,Applied Statistics,28,26,,4,SCIE*2402,,Chris Olsen,
1047,2022/SP,STA-209-02,STA,209,2,200,Applied Statistics,26,26,,4,SCIE*2402,,Anna Olsen,
1048,2022/SP,STA-209-03,STA,209,3,200,Applied Statistics,28,26,,4,SCIE*2402,,,
1049,2022/SP,STA-209-04,STA,209,4,200,Applied Statistics,0,26,,4,,,,
1050,2022/SP,STA-209-05,STA,209,5,200,Applied Statistics,27,26,,4,SCIE*2402,,,
1051,2022/SP,STA-230-01,STA,230,1,200,Introduction to Data Science,17,18,,4,SCIE*2401,,,
1052,2022/SP,STA-230-02,STA,230,2,200,Introduction to Data Science,20,18,,4,SCIE*2401,,Sean McMannamy,
1052,2022/SP,STA-230-02,STA,230,2,200,Introduction to Data Science,20,18,,4,SCIE*2401,,Shonda Kuiper,
1053,2022/SP,STA-309-01,STA,309,1,300,Design/Analysis of Experiments,19,20,,4,SCIE*2402,,Jeff Jonkman,
1054,2022/SP,STA-310-01,STA,310,1,300,Statistical Modeling,18,20,,4,SCIE*2401,,,
1056,2022/SP,STA-395-01,STA,395,1,300,ST: Applied Data Science,13,12,,4,SCIE*2402,,Sean McMannamy,
1071,2023/FA,MAT-115-01,MAT,115,1,100,Introduction to Statistics,28,28,,4,HSSC*N2170,,,
1072,2023/FA,MAT-115-02,MAT,115,2,100,Introduction to Statistics,24,28,,4,HSSC*N2170,,,
1073,2023/FA,MAT-335-01,MAT,335,1,300,Probability & Statistics I,0,25,,4,HSSC*N3170,,,
1074,2023/FA,MAT-335-02,MAT,335,2,300,Probability & Statistics I,0,25,,4,HSSC*N3170,,,
1077,2023/FA,STA-209-01,STA,209,1,200,Applied Statistics,26,26,,4,SCIE*2402,,Anna Olsen,
1078,2023/FA,STA-209-02,STA,209,2,200,Applied Statistics,25,26,,4,SCIE*2402,,,
1079,2023/FA,STA-209-03,STA,209,3,200,Applied Statistics,27,26,,4,SCIE*2402,,,
1080,2023/FA,STA-230-01,STA,230,1,200,Introduction to Data Science,18,18,,4,SCIE*2401,,Collin Nolte,
1081,2023/FA,STA-230-02,STA,230,2,200,Introduction to Data Science,13,18,,4,SCIE*2401,,Collin Nolte,
1082,2023/FA,STA-230-03,STA,230,3,200,Introduction to Data Science,18,18,,4,HSSC*N3170,,Ryan Miller,
1083,2023/FA,STA-310-01,STA,310,1,300,Statistical Modeling,17,20,,4,SCIE*2401,,Shonda Kuiper,
1084,2023/FA,STA-310-02,STA,310,2,300,Statistical Modeling,19,20,,4,SCIE*2401,,,
1087,2023/FA,STA-340-01,STA,340,1,300,Bayesian Statistics,11,12,,4,SCIE*2402,,Jeff Jonkman,
1109,2023/SP,MAT-115-01,MAT,115,1,100,Introduction to Statistics,28,28,,4,SCIE*2402,,,
1110,2023/SP,MAT-336-01,MAT,336,1,300,Probability & Statistics II,0,25,,4,SCIE*2401,,,
1112,2023/SP,STA-209-02,STA,209,2,200,Applied Statistics,26,27,,4,SCIE*2402,,,
1113,2023/SP,STA-209-03,STA,209,3,200,Applied Statistics,27,27,,4,SCIE*2402,,,
1115,2023/SP,STA-209-04,STA,209,4,200,Applied Statistics,26,26,,4,SCIE*2401,,Jonathan Wells,
1116,2023/SP,STA-230-01,STA,230,1,200,Introduction to Data Science,18,18,,4,SCIE*2401,,Ryan Miller,
1117,2023/SP,STA-230-02,STA,230,2,200,Introduction to Data Science,20,20,,4,SCIE*2402,,Anna Olsen,
1118,2023/SP,STA-309-01,STA,309,1,300,Design/Analysis of Experiments,19,20,,4,SCIE*2401,,Shonda Kuiper,
1119,2023/SP,STA-310-01,STA,310,1,300,Statistical Modeling,20,20,,4,SCIE*2401,,Shonda Kuiper,
1120,2023/SP,STA-330-01,STA,330,1,300,Applied Data Science,10,12,,4,SCIE*2401,,Ryan Miller,
1122,2023/SP,STA-395-01,STA,395,1,300,ST: Intro to ML,24,24,,4,HSSC*N3170,,Ryan Miller,
1141,2024/FA,MAT-335-01,MAT,335,1,300,Probability & Statistics I,0,25,,4,HSSC*N3170,,,
1142,2024/FA,MAT-335-02,MAT,335,2,300,Probability & Statistics I,0,25,,4,HSSC*N2170,,,
1143,2024/FA,SST-115-01,SST,115,1,100,Introduction to Statistics,24,28,,4,HSSC*N2170,,,
1144,2024/FA,SST-115-02,SST,115,2,100,Introduction to Statistics,0,28,,4,,,,
1145,2024/FA,STA-209-01,STA,209,1,200,Applied Statistics,26,26,,4,SCIE*2402,,Collin Nolte,
1146,2024/FA,STA-209-02,STA,209,2,200,Applied Statistics,26,26,,4,SCIE*2402,,,
1147,2024/FA,STA-209-03,STA,209,3,200,Applied Statistics,26,26,,4,HSSC*N2170,,,
1148,2024/FA,STA-230-01,STA,230,1,200,Introduction to Data Science,18,18,,4,SCIE*2401,,William Rebelsky,
1149,2024/FA,STA-230-02,STA,230,2,200,Introduction to Data Science,16,18,,4,SCIE*2401,,,
1150,2024/FA,STA-310-01,STA,310,1,300,Statistical Modeling,17,20,,4,SCIE*2402,,,
1151,2024/FA,STA-310-02,STA,310,2,300,Statistical Modeling,18,20,,4,SCIE*2402,,,
1166,2024/SP,MAT-115-01,MAT,115,1,100,Introduction to Statistics,28,28,,4,HSSC*N2170,,,
1167,2024/SP,MAT-336-01,MAT,336,1,300,Probability & Statistics II,0,25,,4,SCIE*2402,,,
1169,2024/SP,STA-209-01,STA,209,1,200,Applied Statistics,25,26,,4,SCIE*2402,,Shonda Kuiper,
1170,2024/SP,STA-209-02,STA,209,2,200,Applied Statistics,26,26,,4,SCIE*2402,,,
1171,2024/SP,STA-209-03,STA,209,3,200,Applied Statistics,25,26,,4,SCIE*2402,,Collin Nolte,
1172,2024/SP,STA-209-04,STA,209,4,200,Applied Statistics,26,26,,4,HSSC*N2170,,Ryan Miller,
1173,2024/SP,STA-209-05,STA,209,5,200,Applied Statistics,26,26,,4,SCIE*2401,,Collin Nolte,
1174,2024/SP,STA-230-01,STA,230,1,200,Introduction to Data Science,8,18,,4,SCIE*2401,,Anna Olsen,
1175,2024/SP,STA-230-02,STA,230,2,200,Introduction to Data Science,13,18,,4,SCIE*2401,,,
1176,2024/SP,STA-295-01,STA,295,1,200,ST: Intro Stat Learning,18,20,,4,HSSC*N3170,,Jonathan Wells,
1177,2024/SP,STA-309-01,STA,309,1,300,Design/Analysis of Experiments,16,20,,4,SCIE*2402,,Jeff Jonkman,
1178,2024/SP,STA-310-01,STA,310,1,300,Statistical Modeling,19,20,,4,SCIE*2401,,Jonathan Wells,
1179,2024/SP,STA-310-02,STA,310,2,300,Statistical Modeling,21,20,,4,SCIE*2401,,Jonathan Wells,
1181,2024/SP,STA-395-01,STA,395,1,300,ST: Intro to ML,26,24,,4,SCIE*2402,,Ryan Miller,
1182,2025/FA,MAT-335-01,MAT,335,1,300,Probability & Statistics I,0,25,,4,,,,
1183,2025/FA,MAT-335-02,MAT,335,2,300,Probability & Statistics I,0,25,,4,HSSC*N2170,,,
1184,2025/FA,SST-115-01,SST,115,1,100,Introduction to Statistics,0,28,,4,HSSC*N2170,,,
1185,2025/FA,STA-209-01,STA,209,1,200,Applied Statistics,0,26,,4,SCIE*2402,,,
1186,2025/FA,STA-209-02,STA,209,2,200,Applied Statistics,0,26,,4,SCIE*2402,,,
1187,2025/FA,STA-209-03,STA,209,3,200,Applied Statistics,0,26,,4,SCIE*2402,,,
1188,2025/FA,STA-209-04,STA,209,4,200,Applied Statistics,0,26,,4,SCIE*2402,,,
1189,2025/FA,STA-230-01,STA,230,1,200,Introduction to Data Science,0,25,,4,SCIE*2401,,,
1190,2025/FA,STA-230-02,STA,230,2,200,Introduction to Data Science,0,25,,4,SCIE*2401,,,
1191,2025/FA,STA-310-01,STA,310,1,300,Statistical Modeling,0,20,,4,SCIE*2402,,,
1192,2025/FA,STA-310-02,STA,310,2,300,Statistical Modeling,0,20,,4,SCIE*2402,,,
1195,2025/FA,STA-395-01,STA,395,1,300,ST: Intro to Machine Learning,0,20,,4,SCIE*2401,,,
1212,2025/SP,MAT-336-01,MAT,336,1,300,Probability & Statistics II,0,25,,4,HSSC*N2170,,,
1213,2025/SP,SST-115-01,SST,115,1,100,Introduction to Statistics,28,28,,4,SCIE*2402,,,
1214,2025/SP,STA-209-01,STA,209,1,200,Applied Statistics,27,26,,4,SCIE*2401,,Ryan Miller,
1215,2025/SP,STA-209-02,STA,209,2,200,Applied Statistics,26,26,,4,SCIE*2402,,Collin Nolte,
1216,2025/SP,STA-209-03,STA,209,3,200,Applied Statistics,26,26,,4,SCIE*2401,,,
1217,2025/SP,STA-209-04,STA,209,4,200,Applied Statistics,26,26,,4,SCIE*2402,,,
1218,2025/SP,STA-209-05,STA,209,5,200,Applied Statistics,26,26,,4,HSSC*N2170,,,
1219,2025/SP,STA-209-06,STA,209,6,200,Applied Statistics,26,26,,4,SCIE*2402,,,
1220,2025/SP,STA-230-01,STA,230,1,200,Introduction to Data Science,18,18,,4,SCIE*2401,,William Rebelsky,
1221,2025/SP,STA-230-02,STA,230,2,200,Introduction to Data Science,19,18,,4,SCIE*2401,,,
1222,2025/SP,STA-295-01,STA,295,1,200,ST: Intro Stat Learning,16,20,,4,SCIE*2401,,William Rebelsky,
1223,2025/SP,STA-309-01,STA,309,1,300,Design/Analysis of Experiments,20,20,,4,SCIE*2402,,Jeff Jonkman,
1224,2025/SP,STA-310-01,STA,310,1,300,Statistical Modeling,20,20,,4,HSSC*N3170,,Jonathan Wells,
1225,2025/SP,STA-310-02,STA,310,2,300,Statistical Modeling,15,20,,4,SCIE*2401,,Jeff Jonkman,
1226,2025/SP,STA-330-01,STA,330,1,300,Applied Data Science,12,12,,4,HSSC*N2170,,Ryan Miller,
1228,2025/SP,STA-395-01,STA,395,1,300,ST: Categorical Data Analysis,12,12,,4,SCIE*2402,,Collin Nolte,
